4251.7,3100.9
3360.7,2441.2
3253.9,2362.7
2558.5,1868.3
1753.9,1266.8
2584.7,1870.8
2142.7,1565.1
3250.4,2345.8
1371.0,1017.0
6953.3,5030.6
2743.6,1975.2
799.5,585.7
649.4,476.0
1791.2,1295.5
1007.2,739.5
3453.7,2496.5
2603.7,1876.5
3576.3,2612.6
3976.0,2882.8
1957.7,1417.5
2871.7,2081.6
2176.2,1573.2
5721.1,4141.3
1969.7,1418.3
2265.0,1634.8
3158.5,2286.0
1532.3,1117.6
1300.2,943.9
3712.9,2687.5
492.5,360.5
929.6,685.3
2261.5,1642.1
2896.1,2107.3
3360.9,2461.5
2783.6,2026.1
6033.7,4374.8
2516.5,1821.5
2272.3,1663.9
604.8,437.3
2159.8,1555.3
2011.6,1454.5
1427.6,1035.7
2355.1,1701.6
318.6,233.3
4704.3,3426.9
6696.2,4841.6
2116.9,1538.0
1865.7,1359.2
2300.0,1662.0
2175.3,1590.3
4452.6,3215.7
3142.1,2262.4
3634.5,2618.4
2581.6,1874.9
2040.2,1494.8
507.4,367.4
3305.1,2401.5
3053.7,2239.0
4148.7,2994.9
2556.5,1866.8
3419.6,2472.0
6906.9,4977.2
4262.2,3082.6
2470.7,1788.8
1370.7,995.0
2840.6,2059.3
2235.9,1616.3
2074.0,1497.4
2829.4,2037.2
1688.8,1233.9
1814.3,1324.7
5189.4,3764.8
3494.0,2531.8
5188.2,3757.5
4252.2,3097.8
2569.0,1851.8
891.0,645.3
1221.0,881.0
588.5,423.6
1551.1,1120.9
2543.4,1867.1
1633.7,1200.2
5910.0,4272.6
4412.4,3192.7
963.4,705.8
4744.9,3427.7
323.7,233.1
1640.6,1193.2
1750.0,1285.9
3655.2,2669.4
4075.4,2972.4
4828.9,3496.2
1801.1,1300.6
3270.9,2356.8
690.3,510.9
2341.4,1705.7
808.2,592.2
5651.9,4089.2
1100.0,794.3
2859.1,2078.2
3465.3,2539.0
2523.8,1817.1
2781.7,2031.1
3134.4,2280.6
3505.4,2527.8
3060.7,2203.9
5403.5,3920.5
1062.6,768.7
2499.3,1823.2
3136.7,2294.7
3010.2,2189.2
1276.9,923.1
371.9,271.6
2462.5,1789.2
1640.4,1200.8
3150.6,2300.2
2668.7,1937.5
1612.5,1167.2
1682.3,1217.3
2896.4,2125.7
2748.4,1982.8
1086.4,789.8
3025.1,2190.2
1001.2,722.8
3789.0,2775.9
855.2,621.8
1384.8,1001.0
3332.4,2427.2
2618.8,1893.3
1626.9,1193.4
1402.0,1021.6
632.8,467.6
1561.8,1130.4
542.8,398.7
4106.0,2958.7
1872.5,1353.9
2468.0,1785.2
2324.3,1687.5
1423.4,1042.5
3573.8,2583.1
3303.8,2390.9
1217.8,894.7
2788.7,2021.9
4669.9,3364.8
4989.7,3640.5
1251.6,917.4
4958.2,3581.6
5904.5,4271.1
2319.5,1679.9
2682.4,1953.2
850.5,614.2
3184.9,2327.2
1828.0,1316.0
3598.6,2602.5
4152.0,2997.2
1774.6,1293.5
3863.7,2838.1
3216.9,2320.1
2097.3,1525.9
3364.3,2452.2
3345.6,2416.5
1394.4,1003.6
4406.4,3190.5
3190.1,2329.0
1650.8,1210.6
5354.9,3858.0
2714.4,1979.9
3579.3,2586.8
3148.2,2284.6
4040.6,2915.5
4111.1,2974.0
681.8,496.9
2824.1,2063.1
2417.7,1779.0
1103.4,802.5
2465.4,1793.2
5020.9,3654.7
2546.2,1839.2
3704.1,2672.9
2011.9,1472.6
685.4,507.3
3366.3,2423.8
853.8,618.7
3012.2,2175.2
3692.1,2676.3
3183.3,2297.7
2426.3,1755.2
1143.2,825.1
5324.0,3845.5
4656.1,3364.5
211.5,154.2
2785.2,2013.1
2662.2,1940.9
586.4,432.2
4115.0,2968.5
2459.5,1797.4
623.5,456.9
2524.3,1841.5
2499.0,1825.0
2633.5,1909.9
1319.8,966.4
436.3,320.2
4008.8,2888.3
471.2,343.2
2558.4,1854.1
3922.7,2854.3
5352.8,3858.6
4194.1,3021.9
354.3,261.2
2246.3,1619.4
4805.7,3462.1
937.9,689.0
4217.4,3048.5
3625.6,2612.2
2492.7,1810.6
202.1,149.3
3071.4,2218.7
2803.7,2044.7
2305.1,1681.4
1003.5,738.3
2586.8,1880.3
2138.5,1559.7
950.9,684.7
3124.2,2267.6
1151.2,833.1
2368.7,1705.3
1392.4,1008.2
4070.3,2938.2
2901.3,2100.8
5855.8,4236.2
3443.7,2491.5
648.7,472.8
1764.9,1270.6
3316.2,2395.6
3946.6,2860.9
3142.0,2276.1
3186.5,2302.3
3615.4,2607.0
666.6,490.0
1007.3,731.3
456.1,330.4
1478.4,1068.3
5408.5,3924.6
3171.0,2313.5
2921.6,2131.6
1632.1,1192.9
2327.7,1675.9
3478.5,2530.6
3352.4,2413.9
1424.6,1047.5
3269.6,2382.2
1123.2,824.7
3014.8,2196.9
1570.3,1136.8
4223.0,3062.4
668.1,490.8
1248.8,902.9
2516.0,1842.0
3962.9,2883.2
2510.6,1831.3
1717.4,1250.7
3080.9,2220.1
1936.9,1412.5
4561.1,3289.3
3377.8,2441.9
3929.5,2838.9
1359.6,982.9
2834.7,2074.6
3882.7,2801.4
2365.8,1727.4
1526.7,1107.2
1995.9,1446.9
1850.4,1356.4
4017.9,2932.6
1827.5,1346.2
1797.6,1300.1
2020.4,1457.0
3335.7,2430.1
2591.5,1873.9
1806.1,1312.0
1936.1,1404.0
2691.0,1969.3
3981.0,2876.0
3123.3,2286.7
1268.5,917.1
2582.4,1869.2
5246.5,3807.2
3247.7,2380.5
1591.2,1151.7
3314.2,2388.1
4129.7,3021.2
6731.8,4866.8
4122.6,2970.2
2454.5,1773.4
2145.6,1558.9
3300.8,2388.6
3852.7,2776.1
2554.2,1846.9
2162.8,1563.2
5180.2,3749.6
1957.0,1422.9
