0,1
1583.2,1161.6
2004.4,1447.4
2388.7,1731.6
2326.6,1680.8
5040.0,3633.3
1285.6,943.6
4012.1,2898.7
174.4,127.6
733.1,531.9
2069.9,1494.4
3318.1,2421.2
3252.6,2367.9
2058.9,1500.3
5399.4,3905.6
2823.3,2040.6
2547.6,1855.9
3427.1,2475.3
3633.2,2654.1
2064.9,1490.3
518.1,379.0
1858.2,1351.9
3745.6,2716.8
2172.1,1590.0
3110.6,2263.4
4285.5,3105.8
3389.3,2457.9
3382.8,2445.9
3427.4,2491.6
2187.1,1606.7
3005.6,2170.1
1488.7,1073.7
576.8,417.3
5945.7,4285.2
2884.7,2085.1
720.7,528.6
2266.1,1659.7
2545.8,1865.0
4610.8,3325.1
3443.7,2525.6
494.3,363.9
1819.1,1317.6
1273.2,936.8
655.0,475.8
5109.2,3688.6
3000.9,2178.3
4120.6,2983.0
3532.7,2553.3
790.9,579.6
5770.6,4202.6
447.5,330.2
3694.4,2671.9
936.9,686.6
1040.0,751.0
1939.6,1420.7
2810.4,2031.4
981.9,708.9
3193.9,2329.5
3597.8,2614.6
980.6,710.1
3101.6,2283.2
756.0,546.4
3004.8,2163.2
5780.0,4201.1
2984.2,2191.3
3626.3,2655.4
3346.5,2427.4
2126.1,1540.6
258.5,190.2
1799.3,1299.9
888.7,654.2
3174.8,2303.8
1694.3,1235.8
3157.4,2285.2
5716.8,4120.7
3327.7,2408.1
2282.5,1663.3
2623.4,1898.8
1742.1,1270.7
466.9,344.2
2868.0,2092.6
2796.7,2019.7
1490.3,1077.1
1535.0,1109.1
4245.5,3100.7
1707.5,1255.9
2271.4,1641.4
6121.9,4430.0
2162.5,1562.7
1605.4,1160.1
2954.7,2173.0
2350.4,1700.5
1827.1,1337.7
2409.2,1766.7
3815.1,2760.9
1635.8,1181.9
1475.3,1080.0
1092.5,800.6
3998.7,2887.2
3062.9,2243.3
2001.5,1463.0
1604.1,1173.0
687.4,496.8
1248.2,898.6
4156.8,3006.7
4636.4,3348.4
